model,query_id,split,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,p_correct,auto_accept,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,s1,s2,gap12,gap1_5,mean90,std90,z1,z_gap,entropy_top10,top10_materials,top10_scores
BAAI/bge-m3,3,test,IfcReinforcingBar SHEAR Bügel B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 400,0.490613,0.490613,False,18,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.490613,0.490093,0.000520,0.019084,0.405560,0.044312,1.919413,0.011740,2.302523,Baugrubensicherung Schlitzwand 400 | Betonfertigteil hochfest | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Nagelwand | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonbohrpfahl 700,0.490613 | 0.490093 | 0.481970 | 0.472276 | 0.471529 | 0.467623 | 0.465524 | 0.462533 | 0.460439 | 0.458254
BAAI/bge-m3,4,test,IfcReinforcingBar MAIN 1. Lage B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.486435,0.486435,False,21,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.486435,0.476468,0.009968,0.017671,0.396479,0.047689,1.886324,0.209014,2.302538,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand unverankert | Betonfertigteil hochfest | Messing-/Baubronzeblech | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Schlitzwand 400 | 2-Komponenten Klebstoff | Tiefgründung Ortbetonbohrpfahl 700 | Baugrubensicherung Spundwand auskragend,0.486435 | 0.476468 | 0.473700 | 0.469013 | 0.468764 | 0.461726 | 0.458722 | 0.458696 | 0.456306 | 0.455039
BAAI/bge-m3,5,test,IfcReinforcingBar unterer Stab B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.476075,0.476075,False,6,False,0.000000,0.000000,1.000000,0.166667,0.356207,0.166667,1.000000,0.476075,0.464069,0.012006,0.019529,0.379291,0.048708,1.987003,0.246496,2.302536,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Armierungsstahl | Tiefgründung Ortbetonbohrpfahl 700 | Polyester UP glasfaserverstärkt | Betonfertigteil hochfest | Baugrubensicherung Spundwand auskragend,0.476075 | 0.464069 | 0.461882 | 0.457088 | 0.456546 | 0.455119 | 0.454942 | 0.452221 | 0.445684 | 0.437135
BAAI/bge-m3,6,test,IfcReinforcingBar 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Spundwand auskragend,0.496822,0.496822,False,11,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.496822,0.483134,0.013688,0.030825,0.384933,0.043733,2.558454,0.312984,2.302398,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Schlitzwand 800 | Polyester UP glasfaserverstärkt | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Vorgefertigter Betonpfahl,0.496822 | 0.483134 | 0.482230 | 0.470975 | 0.465997 | 0.450899 | 0.447409 | 0.446816 | 0.443306 | 0.436493
BAAI/bge-m3,7,test,IfcReinforcingBar MAIN 1. Lage aussen B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Spundwand auskragend,0.511925,0.511925,False,13,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.511925,0.497672,0.014252,0.039230,0.387968,0.045942,2.698082,0.310224,2.302321,Baugrubensicherung Spundwand auskragend | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Rühlwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Nagelwand,0.511925 | 0.497672 | 0.493434 | 0.473892 | 0.472694 | 0.459983 | 0.459869 | 0.447128 | 0.445170 | 0.441385
BAAI/bge-m3,8,test,IfcReinforcingBar Wendel unten B500B,Armierungsstahl,Armierungsstahl,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.515261,0.515261,False,30,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.515261,0.497398,0.017862,0.043083,0.394150,0.048549,2.494620,0.367929,2.302450,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonbohrpfahl 1200 | Baugrubensicherung Nagelwand | Betonfertigteil hochfest,0.515261 | 0.497398 | 0.475076 | 0.473557 | 0.472178 | 0.470522 | 0.469946 | 0.468584 | 0.459884 | 0.459759
BAAI/bge-m3,9,test,IfcReinforcingBar Wendel mitte B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Bohrpfahlwand unverankert,0.482460,0.482460,False,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.482460,0.437783,0.044677,0.054220,0.363394,0.041934,2.839351,1.065408,2.302410,Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Schlitzwand 400 | Bohrpfahlbeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Schlitzwand 800 | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonverdrängungspfahl 560/480,0.482460 | 0.437783 | 0.431040 | 0.429834 | 0.428240 | 0.422102 | 0.421068 | 0.419866 | 0.417252 | 0.416309
BAAI/bge-m3,10,test,IfcReinforcingBar Wendel oben B500B,Armierungsstahl,Armierungsstahl,1,Betonfertigteil hochfest,0.498606,0.498606,False,26,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.498606,0.474349,0.024257,0.042479,0.388351,0.044462,2.479752,0.545557,2.302454,Betonfertigteil hochfest | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Nagelwand | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Spundwand auskragend | Polyester UP glasfaserverstärkt,0.498606 | 0.474349 | 0.468996 | 0.458279 | 0.456127 | 0.454622 | 0.452671 | 0.448438 | 0.443815 | 0.442147
BAAI/bge-m3,11,test,IfcReinforcingBar Wendelbewehrung B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 400,0.481371,0.481371,False,17,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.481371,0.477207,0.004163,0.019597,0.388489,0.049103,1.891566,0.084790,2.302541,Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Nagelwand | Messing-/Baubronzeblech | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Schlitzwand 800 | Betonfertigteil hochfest | Bohrpfahlbeton,0.481371 | 0.477207 | 0.468210 | 0.466982 | 0.461774 | 0.461425 | 0.460567 | 0.460284 | 0.453381 | 0.449006
BAAI/bge-m3,12,test,IfcReinforcingBar Längsarmierung B500B,Armierungsstahl,Armierungsstahl,1,Armierungsstahl,0.511685,0.511685,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.511685,0.469748,0.041938,0.052376,0.375475,0.052070,2.615910,0.805412,2.302432,Armierungsstahl | Baugrubensicherung Schlitzwand 400 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Schlitzwand 800 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Bohrpfahlwand unverankert | Bohrpfahlbeton | Betonfertigteil hochfest | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900,0.511685 | 0.469748 | 0.467790 | 0.462310 | 0.459309 | 0.456721 | 0.455389 | 0.452276 | 0.450929 | 0.449337
BAAI/bge-m3,13,test,IfcBeam GIRDER_SEGMENT Randbord Beton NPK G Test-Kommentar Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.495713,0.495713,False,8,False,0.000000,0.000000,1.000000,0.125000,0.315465,0.125000,1.000000,0.495713,0.487914,0.007799,0.040144,0.365899,0.054360,2.388035,0.143477,2.302422,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Magerbeton | Betonfertigteil hochfest | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Betonfertigteil normalfest | Baugrubensicherung Spundwand auskragend | Tiefbaubeton | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Baugrubensicherung Nagelwand,0.495713 | 0.487914 | 0.471891 | 0.455834 | 0.455569 | 0.454278 | 0.447282 | 0.447175 | 0.445314 | 0.439702
BAAI/bge-m3,14,test,IfcBeam EDGEBEAM Randbord Beton NPK G Randträger bewehrt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.488529,0.488529,False,9,False,0.000000,0.000000,1.000000,0.111111,0.301030,0.111111,1.000000,0.488529,0.483440,0.005089,0.030114,0.369958,0.051279,2.312294,0.099252,2.302494,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Spundwand auskragend | Betonfertigteil hochfest | Baugrubensicherung Nagelwand | Tiefgründung Vorgefertigter Betonpfahl | Magerbeton | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefbaubeton | Baugrubensicherung Rühlwand auskragend,0.488529 | 0.483440 | 0.466096 | 0.460790 | 0.458415 | 0.458119 | 0.456592 | 0.451705 | 0.450001 | 0.444021
BAAI/bge-m3,15,test,IfcBeam PIERCAP Pfahlkopf Beton NPK G Pfahlkopf-Fundament Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.569811,0.569811,False,14,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.569811,0.565109,0.004701,0.036238,0.386270,0.072851,2.519379,0.064535,2.302144,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200 | Magerbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Dichtungsbahn Polyolefin FPO | Betonfertigteil normalfest,0.569811 | 0.565109 | 0.555262 | 0.538190 | 0.533573 | 0.514377 | 0.510987 | 0.504768 | 0.485167 | 0.483221
BAAI/bge-m3,16,test,IfcFooting STRIP_FOOTING Fundament Beton NPK G Ausführung Pilgerschritt Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.555420,0.555420,False,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.555420,0.552190,0.003230,0.075551,0.368236,0.066598,2.810673,0.048505,2.302036,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Betonfertigteil normalfest | Bohrpfahlbeton | Magerbeton,0.555420 | 0.552190 | 0.515147 | 0.489384 | 0.479870 | 0.478683 | 0.476964 | 0.474872 | 0.464151 | 0.459840
BAAI/bge-m3,17,test,IfcSlab FLOOR Fahrbahnplatte Beton NPK D Brückenplatte Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich,0.547890,0.547890,False,9,False,0.000000,0.000000,1.000000,0.111111,0.301030,0.111111,1.000000,0.547890,0.531671,0.016219,0.029822,0.382852,0.065566,2.517152,0.247372,2.302326,Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Hartfaserplatte | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Tiefgründung Ortbetonverdrängungspfahl 560/480 | OSB Platte Phenol-Formaldehyd-gebunden Feuchtbereich | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Tiefbaubeton | 3- und 5-Schicht Massivholzplatte,0.547890 | 0.531671 | 0.529400 | 0.526035 | 0.518069 | 0.517154 | 0.505867 | 0.505050 | 0.476205 | 0.471744
BAAI/bge-m3,18,test,IfcWall RETAININGWALL Widerlagerwand Nord Beton NPK G über Pfahlkopfriegel Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.533011,0.533011,False,21,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.533011,0.516594,0.016416,0.052304,0.379428,0.059270,2.591248,0.276979,2.302321,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Bohrpfahlbeton | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand auskragend | Tiefgründung Ortbetonbohrpfahl 1200 | Betonfertigteil normalfest | Magerbeton | Tiefgründung Ortbetonbohrpfahl 700,0.533011 | 0.516594 | 0.512272 | 0.488763 | 0.480707 | 0.472245 | 0.471843 | 0.471100 | 0.467409 | 0.465334
BAAI/bge-m3,19,test,IfcWall RETAININGWALL Widerlagerwand Süd Beton NPK G Süd Ortbeton,Tiefbaubeton,Tiefbaubeton,1,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.516210,0.516210,False,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,0.516210,0.510973,0.005237,0.025667,0.375233,0.058982,2.390185,0.088796,2.302389,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand auskragend | Magerbeton | Baugrubensicherung Rühlwand auskragend | Tiefbaubeton | Baugrubensicherung Spundwand verankert | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest,0.516210 | 0.510973 | 0.508672 | 0.495763 | 0.490543 | 0.478749 | 0.473238 | 0.469088 | 0.462343 | 0.459786
BAAI/bge-m3,20,test,IfcPile BORED Betonpfahl Beton Pfahlreihe Süd 800 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700,2,Tiefgründung Ortbetonverdrängungspfahl 660/580,0.620966,0.620966,False,4,False,0.000000,1.000000,1.000000,0.250000,0.501266,0.325000,1.000000,0.620966,0.620762,0.000203,0.016737,0.396526,0.079021,2.840255,0.002575,2.301455,Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Betonfertigteil hochfest | Tiefgründung Mikrobohrpfahl,0.620966 | 0.620762 | 0.609043 | 0.604590 | 0.604229 | 0.596761 | 0.570861 | 0.505941 | 0.504239 | 0.499151
BAAI/bge-m3,21,test,IfcPile BORED Betonpfahl Beton NPK F Pfahlreihe Süd 900 Ortbeton,Tiefgründung Ortbetonbohrpfahl 900,Tiefgründung Ortbetonbohrpfahl 900,1,Tiefgründung Ortbetonbohrpfahl 900,0.655616,0.655616,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.655616,0.628617,0.027000,0.062239,0.395956,0.079124,3.281695,0.341233,2.301320,Tiefgründung Ortbetonbohrpfahl 900 | Bohrpfahlbeton | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil normalfest | Betonfertigteil hochfest | Tiefgründung Mikrobohrpfahl,0.655616 | 0.628617 | 0.598333 | 0.595520 | 0.593377 | 0.592057 | 0.568797 | 0.519509 | 0.504787 | 0.494186
BAAI/bge-m3,22,test,IfcPile BORED Bohrpfahl Beton 600 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Bohrpfahlbeton,0.691794,0.691794,False,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,0.691794,0.638721,0.053073,0.068848,0.397361,0.082411,3.572751,0.644002,2.300851,Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand gespriesst,0.691794 | 0.638721 | 0.630364 | 0.628575 | 0.622947 | 0.612466 | 0.530498 | 0.529544 | 0.528314 | 0.510059
BAAI/bge-m3,23,test,IfcPile BORED Bohrpfahl Beton 700 Ortbeton,Tiefgründung Ortbetonbohrpfahl 700,Tiefgründung Ortbetonbohrpfahl 700,1,Tiefgründung Ortbetonbohrpfahl 700,0.730219,0.730219,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.730219,0.688859,0.041361,0.137696,0.395830,0.085033,3.932452,0.486404,2.300126,Tiefgründung Ortbetonbohrpfahl 700 | Bohrpfahlbeton | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Vorgefertigter Betonpfahl | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand gespriesst,0.730219 | 0.688859 | 0.630482 | 0.610661 | 0.592524 | 0.577956 | 0.535458 | 0.531428 | 0.529797 | 0.511013
BAAI/bge-m3,24,test,IfcFooting STRIP_FOOTING Fundament Magerbeton Ortbeton,Magerbeton,Magerbeton,1,Magerbeton,0.643170,0.643170,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.643170,0.599818,0.043352,0.124744,0.393030,0.074050,3.377996,0.585439,2.301448,Magerbeton | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Vorgefertigter Betonpfahl | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefbaubeton | Betonfertigteil hochfest | Bohrpfahlbeton,0.643170 | 0.599818 | 0.578874 | 0.531715 | 0.518426 | 0.514663 | 0.511149 | 0.504503 | 0.503155 | 0.499576
BAAI/bge-m3,25,test,IfcCovering Abdichtung Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Dichtungsbahn Polyolefin FPO,0.506838,0.506838,False,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.506838,0.497599,0.009239,0.021871,0.379095,0.058082,2.199362,0.159069,2.302493,Dichtungsbahn Polyolefin FPO | Spanplatte Phenol-Formaldehyd-gebunden Feuchtbereich | Polyester UP glasfaserverstärkt | Polysulfiddichtungsmasse | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | 2-Komponenten Klebstoff | Plexiglas PMMA Acrylglas | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Spanplatte Harnstoff-Formaldehyd-gebunden beschichtet Trockenbereich | Dichtungsbahn bituminös,0.506838 | 0.497599 | 0.491749 | 0.487886 | 0.484968 | 0.484456 | 0.481732 | 0.476986 | 0.467751 | 0.456637
BAAI/bge-m3,26,test,IfcWall RETAININGWALL Rühlwand Fertigteil,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Rühlwand verankert,3,Baugrubensicherung Rühlwand verankert,0.619440,0.619440,False,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.619440,0.618190,0.001249,0.104720,0.409139,0.059580,3.529719,0.020970,2.301389,Baugrubensicherung Rühlwand verankert | Baugrubensicherung Rühlwand auskragend | Baugrubensicherung Rühlwand gespriesst | Baugrubensicherung Nagelwand | Baugrubensicherung Spundwand auskragend | Baugrubensicherung Spundwand verankert | Baugrubensicherung Schlitzwand 400 | Betonfertigteil normalfest | Baugrubensicherung Bohrpfahlwand verankert | Betonfertigteil hochfest,0.619440 | 0.618190 | 0.579771 | 0.516112 | 0.514719 | 0.504482 | 0.503117 | 0.497840 | 0.497416 | 0.494069
BAAI/bge-m3,27,test,IfcWall RETAININGWALL Bohrpfahlwand Ortbeton,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,Baugrubensicherung Bohrpfahlwand gespriesst | Baugrubensicherung Bohrpfahlwand unverankert | Baugrubensicherung Bohrpfahlwand verankert,3,Bohrpfahlbeton,0.709685,0.709685,False,2,False,0.000000,1.000000,1.000000,0.500000,0.712263,0.588889,1.000000,0.709685,0.667058,0.042627,0.074291,0.427987,0.089611,3.143549,0.475689,2.301587,Bohrpfahlbeton | Baugrubensicherung Bohrpfahlwand verankert | Baugrubensicherung Bohrpfahlwand unverankert | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Baugrubensicherung Bohrpfahlwand gespriesst | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Vorgefertigter Betonpfahl,0.709685 | 0.667058 | 0.648013 | 0.638064 | 0.635394 | 0.634880 | 0.590147 | 0.585320 | 0.579199 | 0.553413
