index,entity,predefined_type,material,strength,exposure,diameter,casting_method,query,dedupe_key
195,IfcBeam,CORNICE,Beton NPK E,,,,,IfcBeam CORNICE Beton NPK E,IfcBeam CORNICE Beton NPK E
196,IfcBeam,CORNICE,Beton NPK E,C20/25,,,Fertigteil,IfcBeam CORNICE Beton NPK E C20/25 Fertigteil,IfcBeam CORNICE Beton NPK E C20/25 Fertigteil
197,IfcBeam,CORNICE,Beton NPK E,C30/37,,,PRECAST,IfcBeam CORNICE Beton NPK E C30/37 PRECAST,IfcBeam CORNICE Beton NPK E C30/37 PRECAST
198,IfcBeam,CORNICE,Beton NPK E,C40/50,,,PRECAST,IfcBeam CORNICE Beton NPK E C40/50 PRECAST,IfcBeam CORNICE Beton NPK E C40/50 PRECAST
199,IfcBeam,CORNICE,Beton NPK G,,,,,IfcBeam CORNICE Beton NPK G,IfcBeam CORNICE Beton NPK G
200,IfcBeam,CORNICE,Beton NPK G,C20/25,,,INSITU,IfcBeam CORNICE Beton NPK G C20/25 INSITU,IfcBeam CORNICE Beton NPK G C20/25 INSITU
201,IfcBeam,CORNICE,Beton NPK G,C25/30,,,PRECAST,IfcBeam CORNICE Beton NPK G C25/30 PRECAST,IfcBeam CORNICE Beton NPK G C25/30 PRECAST
202,IfcBeam,CORNICE,Beton NPK G,C35/45,,,Ortbeton,IfcBeam CORNICE Beton NPK G C35/45 Ortbeton,IfcBeam CORNICE Beton NPK G C35/45 Ortbeton
203,IfcBeam,CORNICE,Beton NPK G,C40/50,,,INSITU,IfcBeam CORNICE Beton NPK G C40/50 INSITU,IfcBeam CORNICE Beton NPK G C40/50 INSITU
204,IfcBeam,CORNICE,Stahlbeton,,,,,IfcBeam CORNICE Stahlbeton,IfcBeam CORNICE Stahlbeton
205,IfcBeam,CORNICE,Stahlbeton,,,,Fertigteil,IfcBeam CORNICE Stahlbeton Fertigteil,IfcBeam CORNICE Stahlbeton Fertigteil
206,IfcBeam,CORNICE,Stahlbeton,,,,INSITU,IfcBeam CORNICE Stahlbeton INSITU,IfcBeam CORNICE Stahlbeton INSITU
207,IfcBeam,CORNICE,Stahlbeton,,,,Ortbeton,IfcBeam CORNICE Stahlbeton Ortbeton,IfcBeam CORNICE Stahlbeton Ortbeton
208,IfcBeam,CORNICE,Stahlbeton,,,,PRECAST,IfcBeam CORNICE Stahlbeton PRECAST,IfcBeam CORNICE Stahlbeton PRECAST
209,IfcBeam,CORNICE,Stahlbeton,C20/25,,,,IfcBeam CORNICE Stahlbeton C20/25,IfcBeam CORNICE Stahlbeton C20/25
210,IfcBeam,CORNICE,Stahlbeton,C20/25,,,INSITU,IfcBeam CORNICE Stahlbeton C20/25 INSITU,IfcBeam CORNICE Stahlbeton C20/25 INSITU
211,IfcBeam,CORNICE,Stahlbeton,C20/25,,,PRECAST,IfcBeam CORNICE Stahlbeton C20/25 PRECAST,IfcBeam CORNICE Stahlbeton C20/25 PRECAST
212,IfcBeam,CORNICE,Stahlbeton,C25/30,,,,IfcBeam CORNICE Stahlbeton C25/30,IfcBeam CORNICE Stahlbeton C25/30
213,IfcBeam,CORNICE,Stahlbeton,C25/30,,,INSITU,IfcBeam CORNICE Stahlbeton C25/30 INSITU,IfcBeam CORNICE Stahlbeton C25/30 INSITU
214,IfcBeam,CORNICE,Stahlbeton,C25/30,,,PRECAST,IfcBeam CORNICE Stahlbeton C25/30 PRECAST,IfcBeam CORNICE Stahlbeton C25/30 PRECAST
215,IfcBeam,CORNICE,Stahlbeton,C30/37,,,,IfcBeam CORNICE Stahlbeton C30/37,IfcBeam CORNICE Stahlbeton C30/37
216,IfcBeam,CORNICE,Stahlbeton,C30/37,,,INSITU,IfcBeam CORNICE Stahlbeton C30/37 INSITU,IfcBeam CORNICE Stahlbeton C30/37 INSITU
217,IfcBeam,CORNICE,Stahlbeton,C30/37,,,PRECAST,IfcBeam CORNICE Stahlbeton C30/37 PRECAST,IfcBeam CORNICE Stahlbeton C30/37 PRECAST
218,IfcBeam,CORNICE,Stahlbeton,C35/45,,,,IfcBeam CORNICE Stahlbeton C35/45,IfcBeam CORNICE Stahlbeton C35/45
219,IfcBeam,CORNICE,Stahlbeton,C35/45,,,INSITU,IfcBeam CORNICE Stahlbeton C35/45 INSITU,IfcBeam CORNICE Stahlbeton C35/45 INSITU
220,IfcBeam,CORNICE,Stahlbeton,C35/45,,,PRECAST,IfcBeam CORNICE Stahlbeton C35/45 PRECAST,IfcBeam CORNICE Stahlbeton C35/45 PRECAST
221,IfcBeam,CORNICE,Stahlbeton,C40/50,,,,IfcBeam CORNICE Stahlbeton C40/50,IfcBeam CORNICE Stahlbeton C40/50
222,IfcBeam,CORNICE,Stahlbeton,C40/50,,,Fertigteil,IfcBeam CORNICE Stahlbeton C40/50 Fertigteil,IfcBeam CORNICE Stahlbeton C40/50 Fertigteil
223,IfcBeam,CORNICE,Stahlbeton,C40/50,,,Ortbeton,IfcBeam CORNICE Stahlbeton C40/50 Ortbeton,IfcBeam CORNICE Stahlbeton C40/50 Ortbeton
224,IfcBeam,CORNICE,Stahlbeton NPK D,,,,,IfcBeam CORNICE Stahlbeton NPK D,IfcBeam CORNICE Stahlbeton NPK D
225,IfcBeam,CORNICE,Stahlbeton NPK D,C20/25,,,INSITU,IfcBeam CORNICE Stahlbeton NPK D C20/25 INSITU,IfcBeam CORNICE Stahlbeton NPK D C20/25 INSITU
226,IfcBeam,CORNICE,Stahlbeton NPK E,,,,,IfcBeam CORNICE Stahlbeton NPK E,IfcBeam CORNICE Stahlbeton NPK E
227,IfcBeam,CORNICE,Stahlbeton NPK E,C20/25,,,PRECAST,IfcBeam CORNICE Stahlbeton NPK E C20/25 PRECAST,IfcBeam CORNICE Stahlbeton NPK E C20/25 PRECAST
228,IfcBeam,CORNICE,Stahlbeton NPK E,C25/30,,,PRECAST,IfcBeam CORNICE Stahlbeton NPK E C25/30 PRECAST,IfcBeam CORNICE Stahlbeton NPK E C25/30 PRECAST
229,IfcBeam,CORNICE,Stahlbeton NPK E,C35/45,,,INSITU,IfcBeam CORNICE Stahlbeton NPK E C35/45 INSITU,IfcBeam CORNICE Stahlbeton NPK E C35/45 INSITU
230,IfcBeam,CORNICE,Stahlbeton NPK E,C40/50,,,Fertigteil,IfcBeam CORNICE Stahlbeton NPK E C40/50 Fertigteil,IfcBeam CORNICE Stahlbeton NPK E C40/50 Fertigteil
231,IfcBeam,CORNICE,Stahlbeton NPK F,,,,,IfcBeam CORNICE Stahlbeton NPK F,IfcBeam CORNICE Stahlbeton NPK F
232,IfcBeam,CORNICE,Stahlbeton NPK F,C25/30,,,INSITU,IfcBeam CORNICE Stahlbeton NPK F C25/30 INSITU,IfcBeam CORNICE Stahlbeton NPK F C25/30 INSITU
233,IfcBeam,CORNICE,Stahlbeton NPK F,C35/45,,,PRECAST,IfcBeam CORNICE Stahlbeton NPK F C35/45 PRECAST,IfcBeam CORNICE Stahlbeton NPK F C35/45 PRECAST
234,IfcBeam,CORNICE,Stahlbeton NPK F,C40/50,,,Ortbeton,IfcBeam CORNICE Stahlbeton NPK F C40/50 Ortbeton,IfcBeam CORNICE Stahlbeton NPK F C40/50 Ortbeton
235,IfcBeam,CORNICE,Stahlbeton NPK G,,,,,IfcBeam CORNICE Stahlbeton NPK G,IfcBeam CORNICE Stahlbeton NPK G
236,IfcBeam,CORNICE,Stahlbeton NPK G,C30/37,,,INSITU,IfcBeam CORNICE Stahlbeton NPK G C30/37 INSITU,IfcBeam CORNICE Stahlbeton NPK G C30/37 INSITU
237,IfcBeam,CORNICE,Stahlbeton NPK G,C30/37,,,PRECAST,IfcBeam CORNICE Stahlbeton NPK G C30/37 PRECAST,IfcBeam CORNICE Stahlbeton NPK G C30/37 PRECAST
238,IfcBeam,DIAPHRAGM,,S235,,,,IfcBeam DIAPHRAGM S235,IfcBeam DIAPHRAGM S235
239,IfcBeam,DIAPHRAGM,,S355,,,,IfcBeam DIAPHRAGM S355,IfcBeam DIAPHRAGM S355
240,IfcBeam,DIAPHRAGM,,S460,,,,IfcBeam DIAPHRAGM S460,IfcBeam DIAPHRAGM S460
241,IfcBeam,DIAPHRAGM,Beton,,,,,IfcBeam DIAPHRAGM Beton,IfcBeam DIAPHRAGM Beton
242,IfcBeam,DIAPHRAGM,Beton,,,,Fertigteil,IfcBeam DIAPHRAGM Beton Fertigteil,IfcBeam DIAPHRAGM Beton Fertigteil
243,IfcBeam,DIAPHRAGM,Beton,,,,INSITU,IfcBeam DIAPHRAGM Beton INSITU,IfcBeam DIAPHRAGM Beton INSITU
244,IfcBeam,DIAPHRAGM,Beton,,,,Ortbeton,IfcBeam DIAPHRAGM Beton Ortbeton,IfcBeam DIAPHRAGM Beton Ortbeton
245,IfcBeam,DIAPHRAGM,Beton,,,,PRECAST,IfcBeam DIAPHRAGM Beton PRECAST,IfcBeam DIAPHRAGM Beton PRECAST
246,IfcBeam,DIAPHRAGM,Beton,C20/25,,,,IfcBeam DIAPHRAGM Beton C20/25,IfcBeam DIAPHRAGM Beton C20/25
247,IfcBeam,DIAPHRAGM,Beton,C20/25,,,INSITU,IfcBeam DIAPHRAGM Beton C20/25 INSITU,IfcBeam DIAPHRAGM Beton C20/25 INSITU
248,IfcBeam,DIAPHRAGM,Beton,C20/25,,,PRECAST,IfcBeam DIAPHRAGM Beton C20/25 PRECAST,IfcBeam DIAPHRAGM Beton C20/25 PRECAST
249,IfcBeam,DIAPHRAGM,Beton,C25/30,,,,IfcBeam DIAPHRAGM Beton C25/30,IfcBeam DIAPHRAGM Beton C25/30
250,IfcBeam,DIAPHRAGM,Beton,C25/30,,,Ortbeton,IfcBeam DIAPHRAGM Beton C25/30 Ortbeton,IfcBeam DIAPHRAGM Beton C25/30 Ortbeton
251,IfcBeam,DIAPHRAGM,Beton,C25/30,,,PRECAST,IfcBeam DIAPHRAGM Beton C25/30 PRECAST,IfcBeam DIAPHRAGM Beton C25/30 PRECAST
252,IfcBeam,DIAPHRAGM,Beton,C30/37,,,,IfcBeam DIAPHRAGM Beton C30/37,IfcBeam DIAPHRAGM Beton C30/37
253,IfcBeam,DIAPHRAGM,Beton,C30/37,,,Fertigteil,IfcBeam DIAPHRAGM Beton C30/37 Fertigteil,IfcBeam DIAPHRAGM Beton C30/37 Fertigteil
254,IfcBeam,DIAPHRAGM,Beton,C30/37,,,INSITU,IfcBeam DIAPHRAGM Beton C30/37 INSITU,IfcBeam DIAPHRAGM Beton C30/37 INSITU
255,IfcBeam,DIAPHRAGM,Beton,C35/45,,,,IfcBeam DIAPHRAGM Beton C35/45,IfcBeam DIAPHRAGM Beton C35/45
256,IfcBeam,DIAPHRAGM,Beton,C35/45,,,Ortbeton,IfcBeam DIAPHRAGM Beton C35/45 Ortbeton,IfcBeam DIAPHRAGM Beton C35/45 Ortbeton
257,IfcBeam,DIAPHRAGM,Beton,C35/45,,,PRECAST,IfcBeam DIAPHRAGM Beton C35/45 PRECAST,IfcBeam DIAPHRAGM Beton C35/45 PRECAST
258,IfcBeam,DIAPHRAGM,Beton,C40/50,,,,IfcBeam DIAPHRAGM Beton C40/50,IfcBeam DIAPHRAGM Beton C40/50
259,IfcBeam,DIAPHRAGM,Beton,C40/50,,,Fertigteil,IfcBeam DIAPHRAGM Beton C40/50 Fertigteil,IfcBeam DIAPHRAGM Beton C40/50 Fertigteil
260,IfcBeam,DIAPHRAGM,Beton,C40/50,,,INSITU,IfcBeam DIAPHRAGM Beton C40/50 INSITU,IfcBeam DIAPHRAGM Beton C40/50 INSITU
261,IfcBeam,DIAPHRAGM,Beton NPK D,,,,,IfcBeam DIAPHRAGM Beton NPK D,IfcBeam DIAPHRAGM Beton NPK D
262,IfcBeam,DIAPHRAGM,Beton NPK D,C35/45,,,Ortbeton,IfcBeam DIAPHRAGM Beton NPK D C35/45 Ortbeton,IfcBeam DIAPHRAGM Beton NPK D C35/45 Ortbeton
263,IfcBeam,DIAPHRAGM,Beton NPK D,C35/45,,,PRECAST,IfcBeam DIAPHRAGM Beton NPK D C35/45 PRECAST,IfcBeam DIAPHRAGM Beton NPK D C35/45 PRECAST
264,IfcBeam,DIAPHRAGM,Beton NPK D,C40/50,,,Fertigteil,IfcBeam DIAPHRAGM Beton NPK D C40/50 Fertigteil,IfcBeam DIAPHRAGM Beton NPK D C40/50 Fertigteil
265,IfcBeam,DIAPHRAGM,Beton NPK E,,,,,IfcBeam DIAPHRAGM Beton NPK E,IfcBeam DIAPHRAGM Beton NPK E
266,IfcBeam,DIAPHRAGM,Beton NPK E,C20/25,,,INSITU,IfcBeam DIAPHRAGM Beton NPK E C20/25 INSITU,IfcBeam DIAPHRAGM Beton NPK E C20/25 INSITU
267,IfcBeam,DIAPHRAGM,Beton NPK E,C20/25,,,PRECAST,IfcBeam DIAPHRAGM Beton NPK E C20/25 PRECAST,IfcBeam DIAPHRAGM Beton NPK E C20/25 PRECAST
268,IfcBeam,DIAPHRAGM,Beton NPK F,,,,,IfcBeam DIAPHRAGM Beton NPK F,IfcBeam DIAPHRAGM Beton NPK F
269,IfcBeam,DIAPHRAGM,Beton NPK F,C25/30,,,Ortbeton,IfcBeam DIAPHRAGM Beton NPK F C25/30 Ortbeton,IfcBeam DIAPHRAGM Beton NPK F C25/30 Ortbeton
270,IfcBeam,DIAPHRAGM,Beton NPK F,C30/37,,,Fertigteil,IfcBeam DIAPHRAGM Beton NPK F C30/37 Fertigteil,IfcBeam DIAPHRAGM Beton NPK F C30/37 Fertigteil
271,IfcBeam,DIAPHRAGM,Beton NPK F,C30/37,,,INSITU,IfcBeam DIAPHRAGM Beton NPK F C30/37 INSITU,IfcBeam DIAPHRAGM Beton NPK F C30/37 INSITU
272,IfcBeam,DIAPHRAGM,Beton NPK G,,,,,IfcBeam DIAPHRAGM Beton NPK G,IfcBeam DIAPHRAGM Beton NPK G
273,IfcBeam,DIAPHRAGM,Beton NPK G,C25/30,,,PRECAST,IfcBeam DIAPHRAGM Beton NPK G C25/30 PRECAST,IfcBeam DIAPHRAGM Beton NPK G C25/30 PRECAST
274,IfcBeam,DIAPHRAGM,Beton NPK G,C40/50,,,INSITU,IfcBeam DIAPHRAGM Beton NPK G C40/50 INSITU,IfcBeam DIAPHRAGM Beton NPK G C40/50 INSITU
275,IfcBeam,DIAPHRAGM,Stahl,,,,,IfcBeam DIAPHRAGM Stahl,IfcBeam DIAPHRAGM Stahl
276,IfcBeam,DIAPHRAGM,Stahl,S235,,,,IfcBeam DIAPHRAGM Stahl S235,IfcBeam DIAPHRAGM Stahl S235
277,IfcBeam,DIAPHRAGM,Stahl,S235J0,,,,IfcBeam DIAPHRAGM Stahl S235J0,IfcBeam DIAPHRAGM Stahl S235J0
278,IfcBeam,DIAPHRAGM,Stahl,S235JR,,,,IfcBeam DIAPHRAGM Stahl S235JR,IfcBeam DIAPHRAGM Stahl S235JR
279,IfcBeam,DIAPHRAGM,Stahl,S355,,,,IfcBeam DIAPHRAGM Stahl S355,IfcBeam DIAPHRAGM Stahl S355
280,IfcBeam,DIAPHRAGM,Stahl,S355J0,,,,IfcBeam DIAPHRAGM Stahl S355J0,IfcBeam DIAPHRAGM Stahl S355J0
281,IfcBeam,DIAPHRAGM,Stahl,S355JR,,,,IfcBeam DIAPHRAGM Stahl S355JR,IfcBeam DIAPHRAGM Stahl S355JR
282,IfcBeam,DIAPHRAGM,Stahl,S460,,,,IfcBeam DIAPHRAGM Stahl S460,IfcBeam DIAPHRAGM Stahl S460
283,IfcBeam,DIAPHRAGM,Stahlbeton,,,,,IfcBeam DIAPHRAGM Stahlbeton,IfcBeam DIAPHRAGM Stahlbeton
284,IfcBeam,DIAPHRAGM,Stahlbeton,,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton INSITU,IfcBeam DIAPHRAGM Stahlbeton INSITU
285,IfcBeam,DIAPHRAGM,Stahlbeton,,,,Ortbeton,IfcBeam DIAPHRAGM Stahlbeton Ortbeton,IfcBeam DIAPHRAGM Stahlbeton Ortbeton
286,IfcBeam,DIAPHRAGM,Stahlbeton,,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton PRECAST,IfcBeam DIAPHRAGM Stahlbeton PRECAST
287,IfcBeam,DIAPHRAGM,Stahlbeton,C20/25,,,,IfcBeam DIAPHRAGM Stahlbeton C20/25,IfcBeam DIAPHRAGM Stahlbeton C20/25
288,IfcBeam,DIAPHRAGM,Stahlbeton,C20/25,,,Ortbeton,IfcBeam DIAPHRAGM Stahlbeton C20/25 Ortbeton,IfcBeam DIAPHRAGM Stahlbeton C20/25 Ortbeton
289,IfcBeam,DIAPHRAGM,Stahlbeton,C20/25,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton C20/25 PRECAST,IfcBeam DIAPHRAGM Stahlbeton C20/25 PRECAST
290,IfcBeam,DIAPHRAGM,Stahlbeton,C25/30,,,,IfcBeam DIAPHRAGM Stahlbeton C25/30,IfcBeam DIAPHRAGM Stahlbeton C25/30
291,IfcBeam,DIAPHRAGM,Stahlbeton,C25/30,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton C25/30 INSITU,IfcBeam DIAPHRAGM Stahlbeton C25/30 INSITU
292,IfcBeam,DIAPHRAGM,Stahlbeton,C25/30,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton C25/30 PRECAST,IfcBeam DIAPHRAGM Stahlbeton C25/30 PRECAST
293,IfcBeam,DIAPHRAGM,Stahlbeton,C30/37,,,,IfcBeam DIAPHRAGM Stahlbeton C30/37,IfcBeam DIAPHRAGM Stahlbeton C30/37
294,IfcBeam,DIAPHRAGM,Stahlbeton,C30/37,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton C30/37 INSITU,IfcBeam DIAPHRAGM Stahlbeton C30/37 INSITU
295,IfcBeam,DIAPHRAGM,Stahlbeton,C30/37,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton C30/37 PRECAST,IfcBeam DIAPHRAGM Stahlbeton C30/37 PRECAST
296,IfcBeam,DIAPHRAGM,Stahlbeton,C35/45,,,,IfcBeam DIAPHRAGM Stahlbeton C35/45,IfcBeam DIAPHRAGM Stahlbeton C35/45
297,IfcBeam,DIAPHRAGM,Stahlbeton,C35/45,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton C35/45 INSITU,IfcBeam DIAPHRAGM Stahlbeton C35/45 INSITU
298,IfcBeam,DIAPHRAGM,Stahlbeton,C35/45,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton C35/45 PRECAST,IfcBeam DIAPHRAGM Stahlbeton C35/45 PRECAST
299,IfcBeam,DIAPHRAGM,Stahlbeton,C40/50,,,,IfcBeam DIAPHRAGM Stahlbeton C40/50,IfcBeam DIAPHRAGM Stahlbeton C40/50
300,IfcBeam,DIAPHRAGM,Stahlbeton,C40/50,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton C40/50 INSITU,IfcBeam DIAPHRAGM Stahlbeton C40/50 INSITU
301,IfcBeam,DIAPHRAGM,Stahlbeton,C40/50,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton C40/50 PRECAST,IfcBeam DIAPHRAGM Stahlbeton C40/50 PRECAST
302,IfcBeam,DIAPHRAGM,Stahlbeton NPK D,,,,,IfcBeam DIAPHRAGM Stahlbeton NPK D,IfcBeam DIAPHRAGM Stahlbeton NPK D
303,IfcBeam,DIAPHRAGM,Stahlbeton NPK D,C40/50,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK D C40/50 INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK D C40/50 INSITU
304,IfcBeam,DIAPHRAGM,Stahlbeton NPK D,C40/50,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK D C40/50 PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK D C40/50 PRECAST
305,IfcBeam,DIAPHRAGM,Stahlbeton NPK E,,,,,IfcBeam DIAPHRAGM Stahlbeton NPK E,IfcBeam DIAPHRAGM Stahlbeton NPK E
306,IfcBeam,DIAPHRAGM,Stahlbeton NPK E,C25/30,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK E C25/30 PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK E C25/30 PRECAST
307,IfcBeam,DIAPHRAGM,Stahlbeton NPK E,C30/37,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK E C30/37 PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK E C30/37 PRECAST
308,IfcBeam,DIAPHRAGM,Stahlbeton NPK F,,,,,IfcBeam DIAPHRAGM Stahlbeton NPK F,IfcBeam DIAPHRAGM Stahlbeton NPK F
309,IfcBeam,DIAPHRAGM,Stahlbeton NPK F,C20/25,,,Ortbeton,IfcBeam DIAPHRAGM Stahlbeton NPK F C20/25 Ortbeton,IfcBeam DIAPHRAGM Stahlbeton NPK F C20/25 Ortbeton
310,IfcBeam,DIAPHRAGM,Stahlbeton NPK G,,,,,IfcBeam DIAPHRAGM Stahlbeton NPK G,IfcBeam DIAPHRAGM Stahlbeton NPK G
311,IfcBeam,DIAPHRAGM,Stahlbeton NPK G,C20/25,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK G C20/25 PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK G C20/25 PRECAST
312,IfcBeam,DIAPHRAGM,Stahlbeton NPK G,C25/30,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK G C25/30 INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK G C25/30 INSITU
313,IfcBeam,DIAPHRAGM,Stahlbeton NPK G,C30/37,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK G C30/37 INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK G C30/37 INSITU
314,IfcBeam,DIAPHRAGM,Stahlbeton NPK G,C35/45,,,INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK G C35/45 INSITU,IfcBeam DIAPHRAGM Stahlbeton NPK G C35/45 INSITU
315,IfcBeam,DIAPHRAGM,Stahlbeton NPK G,C35/45,,,PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK G C35/45 PRECAST,IfcBeam DIAPHRAGM Stahlbeton NPK G C35/45 PRECAST
316,IfcBeam,EDGEBEAM,Beton,,,,,IfcBeam EDGEBEAM Beton,IfcBeam EDGEBEAM Beton
317,IfcBeam,EDGEBEAM,Beton,,,,Fertigteil,IfcBeam EDGEBEAM Beton Fertigteil,IfcBeam EDGEBEAM Beton Fertigteil
318,IfcBeam,EDGEBEAM,Beton,,,,INSITU,IfcBeam EDGEBEAM Beton INSITU,IfcBeam EDGEBEAM Beton INSITU
319,IfcBeam,EDGEBEAM,Beton,,,,Ortbeton,IfcBeam EDGEBEAM Beton Ortbeton,IfcBeam EDGEBEAM Beton Ortbeton
320,IfcBeam,EDGEBEAM,Beton,,,,PRECAST,IfcBeam EDGEBEAM Beton PRECAST,IfcBeam EDGEBEAM Beton PRECAST
321,IfcBeam,EDGEBEAM,Beton,C20/25,,,,IfcBeam EDGEBEAM Beton C20/25,IfcBeam EDGEBEAM Beton C20/25
322,IfcBeam,EDGEBEAM,Beton,C20/25,,,INSITU,IfcBeam EDGEBEAM Beton C20/25 INSITU,IfcBeam EDGEBEAM Beton C20/25 INSITU
323,IfcBeam,EDGEBEAM,Beton,C20/25,,,PRECAST,IfcBeam EDGEBEAM Beton C20/25 PRECAST,IfcBeam EDGEBEAM Beton C20/25 PRECAST
324,IfcBeam,EDGEBEAM,Beton,C25/30,,,,IfcBeam EDGEBEAM Beton C25/30,IfcBeam EDGEBEAM Beton C25/30
325,IfcBeam,EDGEBEAM,Beton,C25/30,,,Fertigteil,IfcBeam EDGEBEAM Beton C25/30 Fertigteil,IfcBeam EDGEBEAM Beton C25/30 Fertigteil
326,IfcBeam,EDGEBEAM,Beton,C25/30,,,INSITU,IfcBeam EDGEBEAM Beton C25/30 INSITU,IfcBeam EDGEBEAM Beton C25/30 INSITU
327,IfcBeam,EDGEBEAM,Beton,C30/37,,,,IfcBeam EDGEBEAM Beton C30/37,IfcBeam EDGEBEAM Beton C30/37
328,IfcBeam,EDGEBEAM,Beton,C30/37,,,Fertigteil,IfcBeam EDGEBEAM Beton C30/37 Fertigteil,IfcBeam EDGEBEAM Beton C30/37 Fertigteil
329,IfcBeam,EDGEBEAM,Beton,C30/37,,,INSITU,IfcBeam EDGEBEAM Beton C30/37 INSITU,IfcBeam EDGEBEAM Beton C30/37 INSITU
330,IfcBeam,EDGEBEAM,Beton,C35/45,,,,IfcBeam EDGEBEAM Beton C35/45,IfcBeam EDGEBEAM Beton C35/45
331,IfcBeam,EDGEBEAM,Beton,C35/45,,,Ortbeton,IfcBeam EDGEBEAM Beton C35/45 Ortbeton,IfcBeam EDGEBEAM Beton C35/45 Ortbeton
332,IfcBeam,EDGEBEAM,Beton,C35/45,,,PRECAST,IfcBeam EDGEBEAM Beton C35/45 PRECAST,IfcBeam EDGEBEAM Beton C35/45 PRECAST
333,IfcBeam,EDGEBEAM,Beton,C40/50,,,,IfcBeam EDGEBEAM Beton C40/50,IfcBeam EDGEBEAM Beton C40/50
334,IfcBeam,EDGEBEAM,Beton,C40/50,,,Fertigteil,IfcBeam EDGEBEAM Beton C40/50 Fertigteil,IfcBeam EDGEBEAM Beton C40/50 Fertigteil
335,IfcBeam,EDGEBEAM,Beton,C40/50,,,INSITU,IfcBeam EDGEBEAM Beton C40/50 INSITU,IfcBeam EDGEBEAM Beton C40/50 INSITU
336,IfcBeam,EDGEBEAM,Beton NPK D,,,,,IfcBeam EDGEBEAM Beton NPK D,IfcBeam EDGEBEAM Beton NPK D
337,IfcBeam,EDGEBEAM,Beton NPK D,C25/30,,,INSITU,IfcBeam EDGEBEAM Beton NPK D C25/30 INSITU,IfcBeam EDGEBEAM Beton NPK D C25/30 INSITU
338,IfcBeam,EDGEBEAM,Beton NPK D,C30/37,,,Fertigteil,IfcBeam EDGEBEAM Beton NPK D C30/37 Fertigteil,IfcBeam EDGEBEAM Beton NPK D C30/37 Fertigteil
339,IfcBeam,EDGEBEAM,Beton NPK D,C35/45,,,PRECAST,IfcBeam EDGEBEAM Beton NPK D C35/45 PRECAST,IfcBeam EDGEBEAM Beton NPK D C35/45 PRECAST
340,IfcBeam,EDGEBEAM,Beton NPK E,,,,,IfcBeam EDGEBEAM Beton NPK E,IfcBeam EDGEBEAM Beton NPK E
341,IfcBeam,EDGEBEAM,Beton NPK E,C20/25,,,PRECAST,IfcBeam EDGEBEAM Beton NPK E C20/25 PRECAST,IfcBeam EDGEBEAM Beton NPK E C20/25 PRECAST
342,IfcBeam,EDGEBEAM,Beton NPK E,C25/30,,,Fertigteil,IfcBeam EDGEBEAM Beton NPK E C25/30 Fertigteil,IfcBeam EDGEBEAM Beton NPK E C25/30 Fertigteil
343,IfcBeam,EDGEBEAM,Beton NPK E,C30/37,,,INSITU,IfcBeam EDGEBEAM Beton NPK E C30/37 INSITU,IfcBeam EDGEBEAM Beton NPK E C30/37 INSITU
344,IfcBeam,EDGEBEAM,Beton NPK E,C35/45,,,Ortbeton,IfcBeam EDGEBEAM Beton NPK E C35/45 Ortbeton,IfcBeam EDGEBEAM Beton NPK E C35/45 Ortbeton
345,IfcBeam,EDGEBEAM,Beton NPK F,,,,,IfcBeam EDGEBEAM Beton NPK F,IfcBeam EDGEBEAM Beton NPK F
346,IfcBeam,EDGEBEAM,Beton NPK F,C40/50,,,Fertigteil,IfcBeam EDGEBEAM Beton NPK F C40/50 Fertigteil,IfcBeam EDGEBEAM Beton NPK F C40/50 Fertigteil
347,IfcBeam,EDGEBEAM,Beton NPK F,C40/50,,,INSITU,IfcBeam EDGEBEAM Beton NPK F C40/50 INSITU,IfcBeam EDGEBEAM Beton NPK F C40/50 INSITU
