line_number,query,baseline_mapping,new_mapping,change_state,mapping_state
201,IfcBeam CORNICE Beton NPK G C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
202,IfcBeam CORNICE Beton NPK G C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
203,IfcBeam CORNICE Beton NPK G C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
204,IfcBeam CORNICE Stahlbeton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
205,IfcBeam CORNICE Stahlbeton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
206,IfcBeam CORNICE Stahlbeton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
207,IfcBeam CORNICE Stahlbeton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
208,IfcBeam CORNICE Stahlbeton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
209,IfcBeam CORNICE Stahlbeton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
210,IfcBeam CORNICE Stahlbeton C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
211,IfcBeam CORNICE Stahlbeton C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
212,IfcBeam CORNICE Stahlbeton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
213,IfcBeam CORNICE Stahlbeton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
214,IfcBeam CORNICE Stahlbeton C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
215,IfcBeam CORNICE Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
216,IfcBeam CORNICE Stahlbeton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
217,IfcBeam CORNICE Stahlbeton C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
218,IfcBeam CORNICE Stahlbeton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
219,IfcBeam CORNICE Stahlbeton C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
220,IfcBeam CORNICE Stahlbeton C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
221,IfcBeam CORNICE Stahlbeton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
222,IfcBeam CORNICE Stahlbeton C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
223,IfcBeam CORNICE Stahlbeton C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
224,IfcBeam CORNICE Stahlbeton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
225,IfcBeam CORNICE Stahlbeton NPK D C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
226,IfcBeam CORNICE Stahlbeton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
227,IfcBeam CORNICE Stahlbeton NPK E C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
228,IfcBeam CORNICE Stahlbeton NPK E C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
229,IfcBeam CORNICE Stahlbeton NPK E C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
230,IfcBeam CORNICE Stahlbeton NPK E C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
231,IfcBeam CORNICE Stahlbeton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
232,IfcBeam CORNICE Stahlbeton NPK F C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
233,IfcBeam CORNICE Stahlbeton NPK F C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
234,IfcBeam CORNICE Stahlbeton NPK F C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
235,IfcBeam CORNICE Stahlbeton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
236,IfcBeam CORNICE Stahlbeton NPK G C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
237,IfcBeam CORNICE Stahlbeton NPK G C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
238,IfcBeam DIAPHRAGM S235,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
239,IfcBeam DIAPHRAGM S355,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
240,IfcBeam DIAPHRAGM S460,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
241,IfcBeam DIAPHRAGM Beton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
242,IfcBeam DIAPHRAGM Beton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
243,IfcBeam DIAPHRAGM Beton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
244,IfcBeam DIAPHRAGM Beton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
245,IfcBeam DIAPHRAGM Beton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
246,IfcBeam DIAPHRAGM Beton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
247,IfcBeam DIAPHRAGM Beton C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
248,IfcBeam DIAPHRAGM Beton C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
249,IfcBeam DIAPHRAGM Beton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
250,IfcBeam DIAPHRAGM Beton C25/30 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
251,IfcBeam DIAPHRAGM Beton C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
252,IfcBeam DIAPHRAGM Beton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
253,IfcBeam DIAPHRAGM Beton C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
254,IfcBeam DIAPHRAGM Beton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
255,IfcBeam DIAPHRAGM Beton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
256,IfcBeam DIAPHRAGM Beton C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
257,IfcBeam DIAPHRAGM Beton C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
258,IfcBeam DIAPHRAGM Beton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
259,IfcBeam DIAPHRAGM Beton C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
260,IfcBeam DIAPHRAGM Beton C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
261,IfcBeam DIAPHRAGM Beton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
262,IfcBeam DIAPHRAGM Beton NPK D C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
263,IfcBeam DIAPHRAGM Beton NPK D C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
264,IfcBeam DIAPHRAGM Beton NPK D C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
265,IfcBeam DIAPHRAGM Beton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
266,IfcBeam DIAPHRAGM Beton NPK E C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
267,IfcBeam DIAPHRAGM Beton NPK E C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
268,IfcBeam DIAPHRAGM Beton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
269,IfcBeam DIAPHRAGM Beton NPK F C25/30 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
270,IfcBeam DIAPHRAGM Beton NPK F C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
271,IfcBeam DIAPHRAGM Beton NPK F C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
272,IfcBeam DIAPHRAGM Beton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
273,IfcBeam DIAPHRAGM Beton NPK G C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
274,IfcBeam DIAPHRAGM Beton NPK G C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
275,IfcBeam DIAPHRAGM Stahl,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
276,IfcBeam DIAPHRAGM Stahl S235,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
277,IfcBeam DIAPHRAGM Stahl S235J0,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
278,IfcBeam DIAPHRAGM Stahl S235JR,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
279,IfcBeam DIAPHRAGM Stahl S355,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
280,IfcBeam DIAPHRAGM Stahl S355J0,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
281,IfcBeam DIAPHRAGM Stahl S355JR,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
282,IfcBeam DIAPHRAGM Stahl S460,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
283,IfcBeam DIAPHRAGM Stahlbeton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
284,IfcBeam DIAPHRAGM Stahlbeton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
285,IfcBeam DIAPHRAGM Stahlbeton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
286,IfcBeam DIAPHRAGM Stahlbeton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
287,IfcBeam DIAPHRAGM Stahlbeton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
288,IfcBeam DIAPHRAGM Stahlbeton C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
289,IfcBeam DIAPHRAGM Stahlbeton C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
290,IfcBeam DIAPHRAGM Stahlbeton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
291,IfcBeam DIAPHRAGM Stahlbeton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
292,IfcBeam DIAPHRAGM Stahlbeton C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
293,IfcBeam DIAPHRAGM Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
294,IfcBeam DIAPHRAGM Stahlbeton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
295,IfcBeam DIAPHRAGM Stahlbeton C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
296,IfcBeam DIAPHRAGM Stahlbeton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
297,IfcBeam DIAPHRAGM Stahlbeton C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
298,IfcBeam DIAPHRAGM Stahlbeton C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
299,IfcBeam DIAPHRAGM Stahlbeton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
300,IfcBeam DIAPHRAGM Stahlbeton C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
301,IfcBeam DIAPHRAGM Stahlbeton C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
302,IfcBeam DIAPHRAGM Stahlbeton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
303,IfcBeam DIAPHRAGM Stahlbeton NPK D C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
304,IfcBeam DIAPHRAGM Stahlbeton NPK D C40/50 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
305,IfcBeam DIAPHRAGM Stahlbeton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
306,IfcBeam DIAPHRAGM Stahlbeton NPK E C25/30 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
307,IfcBeam DIAPHRAGM Stahlbeton NPK E C30/37 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
308,IfcBeam DIAPHRAGM Stahlbeton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
309,IfcBeam DIAPHRAGM Stahlbeton NPK F C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
310,IfcBeam DIAPHRAGM Stahlbeton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
311,IfcBeam DIAPHRAGM Stahlbeton NPK G C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
312,IfcBeam DIAPHRAGM Stahlbeton NPK G C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
313,IfcBeam DIAPHRAGM Stahlbeton NPK G C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
314,IfcBeam DIAPHRAGM Stahlbeton NPK G C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
315,IfcBeam DIAPHRAGM Stahlbeton NPK G C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
316,IfcBeam EDGEBEAM Beton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
317,IfcBeam EDGEBEAM Beton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
318,IfcBeam EDGEBEAM Beton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
319,IfcBeam EDGEBEAM Beton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
320,IfcBeam EDGEBEAM Beton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
321,IfcBeam EDGEBEAM Beton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
322,IfcBeam EDGEBEAM Beton C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
323,IfcBeam EDGEBEAM Beton C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
324,IfcBeam EDGEBEAM Beton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
325,IfcBeam EDGEBEAM Beton C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
326,IfcBeam EDGEBEAM Beton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
327,IfcBeam EDGEBEAM Beton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
328,IfcBeam EDGEBEAM Beton C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
329,IfcBeam EDGEBEAM Beton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
330,IfcBeam EDGEBEAM Beton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
331,IfcBeam EDGEBEAM Beton C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
332,IfcBeam EDGEBEAM Beton C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
333,IfcBeam EDGEBEAM Beton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
334,IfcBeam EDGEBEAM Beton C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
335,IfcBeam EDGEBEAM Beton C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
336,IfcBeam EDGEBEAM Beton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
337,IfcBeam EDGEBEAM Beton NPK D C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
338,IfcBeam EDGEBEAM Beton NPK D C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
339,IfcBeam EDGEBEAM Beton NPK D C35/45 PRECAST,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
340,IfcBeam EDGEBEAM Beton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
341,IfcBeam EDGEBEAM Beton NPK E C20/25 PRECAST,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
342,IfcBeam EDGEBEAM Beton NPK E C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
343,IfcBeam EDGEBEAM Beton NPK E C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
344,IfcBeam EDGEBEAM Beton NPK E C35/45 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
345,IfcBeam EDGEBEAM Beton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
346,IfcBeam EDGEBEAM Beton NPK F C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
347,IfcBeam EDGEBEAM Beton NPK F C40/50 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
348,IfcBeam EDGEBEAM Beton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
349,IfcBeam EDGEBEAM Beton NPK G C20/25 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
350,IfcBeam EDGEBEAM Stahlbeton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
351,IfcBeam EDGEBEAM Stahlbeton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
352,IfcBeam EDGEBEAM Stahlbeton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
353,IfcBeam EDGEBEAM Stahlbeton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
354,IfcBeam EDGEBEAM Stahlbeton C20/25,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
355,IfcBeam EDGEBEAM Stahlbeton C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
356,IfcBeam EDGEBEAM Stahlbeton C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
357,IfcBeam EDGEBEAM Stahlbeton C25/30,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
358,IfcBeam EDGEBEAM Stahlbeton C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
359,IfcBeam EDGEBEAM Stahlbeton C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
360,IfcBeam EDGEBEAM Stahlbeton C30/37,Tiefbaubeton | Betonfertigteil normalfest,Tiefbaubeton | Betonfertigteil normalfest,unchanged,non-empty
361,IfcBeam EDGEBEAM Stahlbeton C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
362,IfcBeam EDGEBEAM Stahlbeton C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
363,IfcBeam EDGEBEAM Stahlbeton C35/45,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
364,IfcBeam EDGEBEAM Stahlbeton C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
365,IfcBeam EDGEBEAM Stahlbeton C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
366,IfcBeam EDGEBEAM Stahlbeton C40/50,Tiefbaubeton | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil hochfest,unchanged,non-empty
367,IfcBeam EDGEBEAM Stahlbeton C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
368,IfcBeam EDGEBEAM Stahlbeton C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
369,IfcBeam EDGEBEAM Stahlbeton NPK D,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
370,IfcBeam EDGEBEAM Stahlbeton NPK D C30/37 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
371,IfcBeam EDGEBEAM Stahlbeton NPK E,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
372,IfcBeam EDGEBEAM Stahlbeton NPK E C35/45 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
373,IfcBeam EDGEBEAM Stahlbeton NPK F,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
374,IfcBeam EDGEBEAM Stahlbeton NPK F C20/25 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
375,IfcBeam EDGEBEAM Stahlbeton NPK F C25/30 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
376,IfcBeam EDGEBEAM Stahlbeton NPK F C30/37 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
377,IfcBeam EDGEBEAM Stahlbeton NPK F C40/50 Fertigteil,Betonfertigteil hochfest,Betonfertigteil hochfest,unchanged,non-empty
378,IfcBeam EDGEBEAM Stahlbeton NPK G,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
379,IfcBeam EDGEBEAM Stahlbeton NPK G C20/25 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
380,IfcBeam EDGEBEAM Stahlbeton NPK G C25/30 Fertigteil,Betonfertigteil normalfest,Betonfertigteil normalfest,unchanged,non-empty
381,IfcBeam EDGEBEAM Stahlbeton NPK G C35/45 INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
382,IfcBeam EDGEBEAM Stahlbeton NPK G C40/50 Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
383,IfcBeam GIRDER_SEGMENT S235,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
384,IfcBeam GIRDER_SEGMENT S355,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
385,IfcBeam GIRDER_SEGMENT S460,Stahlprofil blank,Stahlprofil blank,unchanged,non-empty
386,IfcBeam GIRDER_SEGMENT Beton,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,Tiefbaubeton | Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
387,IfcBeam GIRDER_SEGMENT Beton Fertigteil,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
388,IfcBeam GIRDER_SEGMENT Beton INSITU,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
389,IfcBeam GIRDER_SEGMENT Beton Ortbeton,Tiefbaubeton,Tiefbaubeton,unchanged,non-empty
390,IfcBeam GIRDER_SEGMENT Beton PRECAST,Betonfertigteil normalfest | Betonfertigteil hochfest,Betonfertigteil normalfest | Betonfertigteil hochfest,unchanged,non-empty
